email_limpo,telefone_limpo,cidade_uf,origem_reserva,grupo_hospedagem,chave_contato,score_completude
tatiane782@yahoo.com.br,5581995911899,Porto Alegre/RS,INTERNET,,tatiane782@yahoo.com.br,44
tatiane783@uol.com.br,5571976056628,Manaus/AM,CHANNELMANAGEROMNIBEES,,tatiane783@uol.com.br,46
tatiane786@uol.com.br,5541980954986,Curitiba/PR,CHANNELMANAGEROMNIBEES,,tatiane786@uol.com.br,46
tatiane788@hotmail.com,5551934737166,Salvador/BA,CHANNELMANAGEROMNIBEES,,tatiane788@hotmail.com,47
tatiane789@uol.com.br,5581957136625,MaceiÃ³/AL,CHANNELMANAGEROMNIBEES,,tatiane789@uol.com.br,46
tatiane794@outlook.com,5541942522283,MaceiÃ³/AL,DIRETO,,tatiane794@outlook.com,46
tatiane795@outlook.com,5581961105596,Belo Horizonte/MG,CHANNELMANAGEROMNIBEES,,tatiane795@outlook.com,47
tatiane795@yahoo.com.br,5585925711878,Rio de Janeiro/RJ,CHANNELMANAGEROMNIBEES,,tatiane795@yahoo.com.br,46
tatiane797@uol.com.br,5581948633061,Recife/PE,CHANNELMANAGEROMNIBEES,,tatiane797@uol.com.br,46
tatiane797@yahoo.com.br,5561953604716,Curitiba/PR,PROPRIETARIO,,tatiane797@yahoo.com.br,45
tatiane7@yahoo.com.br,5541980820422,MaceiÃ³/AL,PROPRIETARIO,,tatiane7@yahoo.com.br,47
tatiane803@uol.com.br,5561985740015,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,tatiane803@uol.com.br,48
tatiane805@hotmail.com,5571985705644,MaceiÃ³/AL,CHANNELMANAGEROMNIBEES,,tatiane805@hotmail.com,47
tatiane806@outlook.com,5571975173991,Salvador/BA,CHANNELMANAGEROMNIBEES,,tatiane806@outlook.com,47
tatiane809@gmail.com,5571984107355,Natal/RN,DIRETO,,tatiane809@gmail.com,46
tatiane813@gmail.com,5581961459768,Fortaleza/CE,CHANNELMANAGEROMNIBEES,,tatiane813@gmail.com,46
tatiane81@uol.com.br,5562963703096,Salvador/BA,CHANNELMANAGEROMNIBEES,,tatiane81@uol.com.br,45
tatiane823@gmail.com,5571991257343,Natal/RN,B2B,,tatiane823@gmail.com,44
tatiane826@gmail.com,5551950471238,Recife/PE,CHANNELMANAGEROMNIBEES,,tatiane826@gmail.com,46
tatiane827@yahoo.com.br,5541917576883,Campinas/SP,CHANNELMANAGEROMNIBEES,,tatiane827@yahoo.com.br,47
tatiane828@outlook.com,5521983584319,Curitiba/PR,PROPRIETARIO,,tatiane828@outlook.com,46
tatiane828@uol.com.br,5511965485301,Curitiba/PR,CHANNELMANAGEROMNIBEES,,tatiane828@uol.com.br,46
tatiane82@outlook.com,5581959261524,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,tatiane82@outlook.com,46
tatiane830@uol.com.br,5531910047593,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,tatiane830@uol.com.br,47
tatiane832@hotmail.com,5561975471823,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,tatiane832@hotmail.com,44
tatiane83@outlook.com,5571926181224,Porto Alegre/RS,CHANNELMANAGEROMNIBEES,,tatiane83@outlook.com,47
tatiane840@hotmail.com,5571921857112,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,tatiane840@hotmail.com,45
tatiane850@yahoo.com.br,5571919308972,Campinas/SP,DIRETO,,tatiane850@yahoo.com.br,44
tatiane851@yahoo.com.br,5581990188632,Campinas/SP,CHANNELMANAGEROMNIBEES,,tatiane851@yahoo.com.br,45
tatiane859@yahoo.com.br,5571937134919,MaceiÃ³/AL,DIRETO,,tatiane859@yahoo.com.br,46
tatiane866@yahoo.com.br,5585993249448,Salvador/BA,CHANNELMANAGEROMNIBEES,,tatiane866@yahoo.com.br,45
tatiane867@gmail.com,5561959656662,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,tatiane867@gmail.com,46
tatiane86@hotmail.com,5521965257317,Belo Horizonte/MG,CHANNELMANAGEROMNIBEES,,tatiane86@hotmail.com,46
tatiane870@yahoo.com.br,5511988069259,Natal/RN,DIRETO,,tatiane870@yahoo.com.br,45
tatiane874@hotmail.com,5562912924086,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,tatiane874@hotmail.com,45
tatiane87@uol.com.br,5561998906095,Porto Alegre/RS,DIRETO,,tatiane87@uol.com.br,46
tatiane885@gmail.com,5571976351475,Rio de Janeiro/RJ,CHANNELMANAGEROMNIBEES,,tatiane885@gmail.com,45
tatiane886@uol.com.br,5562916881563,Belo Horizonte/MG,DIRETO,,tatiane886@uol.com.br,46
tatiane887@yahoo.com.br,5561991650270,Fortaleza/CE,CHANNELMANAGEROMNIBEES,,tatiane887@yahoo.com.br,47
tatiane888@yahoo.com.br,5531949064666,Curitiba/PR,DIRETO,,tatiane888@yahoo.com.br,46
tatiane88@gmail.com,5521938934815,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,tatiane88@gmail.com,47
tatiane88@hotmail.com,5561965896922,SÃ£o LuÃ­s/MA,DIRETO,,tatiane88@hotmail.com,46
tatiane890@outlook.com,5561984696677,Curitiba/PR,CHANNELMANAGEROMNIBEES,,tatiane890@outlook.com,47
tatiane890@uol.com.br,5561994120596,Campinas/SP,CHANNELMANAGEROMNIBEES,,tatiane890@uol.com.br,46
tatiane898@hotmail.com,5585912167637,Curitiba/PR,PARTICULAR,,tatiane898@hotmail.com,44
tatiane89@hotmail.com,5521967209761,SÃ£o LuÃ­s/MA,DIRETO,,tatiane89@hotmail.com,44
tatiane904@yahoo.com.br,5511984818084,Manaus/AM,PROPRIETARIO,,tatiane904@yahoo.com.br,47
tatiane906@yahoo.com.br,5581923947616,Natal/RN,CHANNELMANAGEROMNIBEES,,tatiane906@yahoo.com.br,46
tatiane908@uol.com.br,5551945467692,Natal/RN,CHANNELMANAGEROMNIBEES,,tatiane908@uol.com.br,47
tatiane90@gmail.com,5571975600320,Manaus/AM,CHANNELMANAGEROMNIBEES,,tatiane90@gmail.com,47
tatiane911@outlook.com,5561943877531,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,tatiane911@outlook.com,47
tatiane913@hotmail.com,5521922782472,Curitiba/PR,DIRETO,,tatiane913@hotmail.com,46
tatiane916@gmail.com,5562973121895,Curitiba/PR,CHANNELMANAGEROMNIBEES,,tatiane916@gmail.com,46
tatiane916@yahoo.com.br,5562981756770,Salvador/BA,PROPRIETARIO,,tatiane916@yahoo.com.br,47
tatiane917@outlook.com,5531917213189,GoiÃ¢nia/GO,DIRETO,,tatiane917@outlook.com,44
tatiane919@gmail.com,5531960113444,Recife/PE,CHANNELMANAGEROMNIBEES,,tatiane919@gmail.com,46
tatiane91@yahoo.com.br,5562955130606,MaceiÃ³/AL,CHANNELMANAGEROMNIBEES,,tatiane91@yahoo.com.br,46
tatiane921@gmail.com,5541949345166,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,tatiane921@gmail.com,47
tatiane927@gmail.com,5541921616581,Salvador/BA,DIRETO,,tatiane927@gmail.com,45
tatiane927@hotmail.com,5531981033839,Porto Alegre/RS,INTERNET,,tatiane927@hotmail.com,46
tatiane929@outlook.com,5511988499981,Campinas/SP,CHANNELMANAGEROMNIBEES,,tatiane929@outlook.com,47
tatiane932@outlook.com,5571986787912,Salvador/BA,CHANNELMANAGEROMNIBEES,,tatiane932@outlook.com,46
tatiane936@uol.com.br,5521979013035,SÃ£o LuÃ­s/MA,PROPRIETARIO,,tatiane936@uol.com.br,48
tatiane947@gmail.com,5571950546564,Fortaleza/CE,CHANNELMANAGEROMNIBEES,,tatiane947@gmail.com,46
tatiane94@gmail.com,5521910311489,Campinas/SP,CHANNELMANAGEROMNIBEES,,tatiane94@gmail.com,47
tatiane950@gmail.com,5581937063084,GoiÃ¢nia/GO,CHANNELMANAGEROMNIBEES,,tatiane950@gmail.com,46
tatiane956@uol.com.br,5541971092272,GoiÃ¢nia/GO,CHANNELMANAGEROMNIBEES,,tatiane956@uol.com.br,47
tatiane959@gmail.com,5561939324272,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,tatiane959@gmail.com,46
tatiane961@hotmail.com,5561960315085,Rio de Janeiro/RJ,PROPRIETARIO,,tatiane961@hotmail.com,48
tatiane963@outlook.com,5585983167803,SÃ£o Paulo/SP,DIRETO,,tatiane963@outlook.com,48
tatiane965@outlook.com,5562951456176,Curitiba/PR,CHANNELMANAGEROMNIBEES,,tatiane965@outlook.com,46
tatiane966@yahoo.com.br,5511994388222,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,tatiane966@yahoo.com.br,46
tatiane967@yahoo.com.br,5561959115121,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,tatiane967@yahoo.com.br,45
tatiane96@outlook.com,5541947488167,Recife/PE,CHANNELMANAGEROMNIBEES,,tatiane96@outlook.com,47
tatiane972@gmail.com,5521921988357,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,tatiane972@gmail.com,47
tatiane972@uol.com.br,5571978332973,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,tatiane972@uol.com.br,46
tatiane973@yahoo.com.br,5561996669416,Natal/RN,PROPRIETARIO,,tatiane973@yahoo.com.br,47
tatiane975@uol.com.br,5551987193495,Recife/PE,DIRETO,,tatiane975@uol.com.br,44
tatiane977@outlook.com,5561986020709,SÃ£o LuÃ­s/MA,PROPRIETARIO,,tatiane977@outlook.com,47
tatiane97@uol.com.br,5585951123980,MaceiÃ³/AL,CHANNELMANAGEROMNIBEES,,tatiane97@uol.com.br,47
tatiane980@gmail.com,5521977166706,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,tatiane980@gmail.com,48
tatiane982@outlook.com,5581933858853,Curitiba/PR,CHANNELMANAGEROMNIBEES,,tatiane982@outlook.com,47
tatiane984@yahoo.com.br,5585910663907,Belo Horizonte/MG,CHANNELMANAGEROMNIBEES,,tatiane984@yahoo.com.br,45
tatiane988@outlook.com,5585949400236,Recife/PE,CHANNELMANAGEROMNIBEES,,tatiane988@outlook.com,47
tatiane98@outlook.com,5562979620801,Campinas/SP,CHANNELMANAGEROMNIBEES,,tatiane98@outlook.com,46
tatiane992@hotmail.com,5511978049703,Manaus/AM,CHANNELMANAGEROMNIBEES,,tatiane992@hotmail.com,48
tatiane992@yahoo.com.br,5551924841109,SÃ£o LuÃ­s/MA,DIRETO,,tatiane992@yahoo.com.br,45
tatiane993@hotmail.com,5541938870531,Curitiba/PR,CHANNELMANAGEROMNIBEES,,tatiane993@hotmail.com,44
tatiane997@yahoo.com.br,5562974862840,BrasÃ­lia/DF,DIRETO,,tatiane997@yahoo.com.br,46
tatiane998@uol.com.br,5561949409792,GoiÃ¢nia/GO,CHANNELMANAGEROMNIBEES,,tatiane998@uol.com.br,45
tatiane999@outlook.com,5585961238114,Salvador/BA,DIRETO,,tatiane999@outlook.com,46
tcarvalho@gmail.com,5511910085172,Campinas/SP,CHANNELMANAGEROMNIBEES,,tcarvalho@gmail.com,48
tcarvalho@hotmail.com,5521970943029,Curitiba/PR,CHANNELMANAGEROMNIBEES,,tcarvalho@hotmail.com,48
tcarvalho@outlook.com,5585964210891,Porto Alegre/RS,CHANNELMANAGEROMNIBEES,,tcarvalho@outlook.com,48
tcarvalho@uol.com.br,5581974733893,Campinas/SP,CHANNELMANAGEROMNIBEES,,tcarvalho@uol.com.br,48
tcarvalho@yahoo.com.br,5551938532993,BelÃ©m/PA,DIRETO,,tcarvalho@yahoo.com.br,48
thiago.carvalho@gmail.com,5531983568534,Fortaleza/CE,PROPRIETARIO,,thiago.carvalho@gmail.com,48
thiago.carvalho@hotmail.com,5521998876108,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago.carvalho@hotmail.com,47
thiago.carvalho@outlook.com,5551919435209,Belo Horizonte/MG,CHANNELMANAGEROMNIBEES,,thiago.carvalho@outlook.com,48
thiago.carvalho@uol.com.br,5541967719421,Rio de Janeiro/RJ,CHANNELMANAGEROMNIBEES,,thiago.carvalho@uol.com.br,48
thiago.carvalho@yahoo.com.br,5521929498386,Manaus/AM,CHANNELMANAGEROMNIBEES,,thiago.carvalho@yahoo.com.br,48
thiago105@uol.com.br,5521970487497,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,thiago105@uol.com.br,46
thiago108@gmail.com,5541976777980,Belo Horizonte/MG,CHANNELMANAGEROMNIBEES,,thiago108@gmail.com,45
thiago109@yahoo.com.br,5571936125832,Belo Horizonte/MG,CHANNELMANAGEROMNIBEES,,thiago109@yahoo.com.br,46
thiago116@yahoo.com.br,5581971559481,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,thiago116@yahoo.com.br,47
thiago124@outlook.com,5585925030935,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago124@outlook.com,46
thiago12@gmail.com,5511994259178,Manaus/AM,B2B,,thiago12@gmail.com,44
thiago130@uol.com.br,5585915090064,MaceiÃ³/AL,CHANNELMANAGEROMNIBEES,,thiago130@uol.com.br,46
thiago134@outlook.com,5511992405443,GoiÃ¢nia/GO,CHANNELMANAGEROMNIBEES,,thiago134@outlook.com,47
thiago137@uol.com.br,5511949321886,Salvador/BA,CHANNELMANAGEROMNIBEES,,thiago137@uol.com.br,47
thiago138@uol.com.br,5511959175040,Fortaleza/CE,DIRETO,,thiago138@uol.com.br,45
thiago139@gmail.com,5551961824414,Belo Horizonte/MG,CHANNELMANAGEROMNIBEES,,thiago139@gmail.com,46
thiago143@outlook.com,5531988290052,Salvador/BA,CHANNELMANAGEROMNIBEES,,thiago143@outlook.com,46
thiago144@hotmail.com,5585958662504,MaceiÃ³/AL,CHANNELMANAGEROMNIBEES,,thiago144@hotmail.com,47
thiago149@yahoo.com.br,5561993615038,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,thiago149@yahoo.com.br,46
thiago14@uol.com.br,5562968631839,Porto Alegre/RS,CHANNELMANAGEROMNIBEES,,thiago14@uol.com.br,45
thiago154@outlook.com,5541988894657,Fortaleza/CE,CHANNELMANAGEROMNIBEES,,thiago154@outlook.com,46
thiago154@uol.com.br,5561933956856,Porto Alegre/RS,DIRETO,,thiago154@uol.com.br,46
thiago157@outlook.com,5562910752315,Curitiba/PR,CHANNELMANAGEROMNIBEES,,thiago157@outlook.com,46
thiago158@hotmail.com,5571973098658,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,thiago158@hotmail.com,46
thiago163@outlook.com,5521991833623,MaceiÃ³/AL,CHANNELMANAGEROMNIBEES,,thiago163@outlook.com,46
thiago175@uol.com.br,5521930880647,Belo Horizonte/MG,CHANNELMANAGEROMNIBEES,,thiago175@uol.com.br,47
thiago177@hotmail.com,5521946971104,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago177@hotmail.com,46
thiago181@hotmail.com,5581918680702,Fortaleza/CE,CHANNELMANAGEROMNIBEES,,thiago181@hotmail.com,47
thiago183@hotmail.com,5561959474929,Fortaleza/CE,CHANNELMANAGEROMNIBEES,,thiago183@hotmail.com,46
thiago183@yahoo.com.br,5585945753987,GoiÃ¢nia/GO,CHANNELMANAGEROMNIBEES,,thiago183@yahoo.com.br,48
thiago184@gmail.com,5562973026763,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago184@gmail.com,45
thiago185@outlook.com,5571976869408,Curitiba/PR,CHANNELMANAGEROMNIBEES,,thiago185@outlook.com,47
thiago18@outlook.com,5571969421563,GoiÃ¢nia/GO,PARTICULAR,,thiago18@outlook.com,45
thiago192@yahoo.com.br,5585960448017,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,thiago192@yahoo.com.br,45
thiago194@yahoo.com.br,5511942343139,MaceiÃ³/AL,PROPRIETARIO,,thiago194@yahoo.com.br,46
thiago202@yahoo.com.br,5561990858943,Rio de Janeiro/RJ,CHANNELMANAGEROMNIBEES,,thiago202@yahoo.com.br,47
thiago210@hotmail.com,5581964957762,Porto Alegre/RS,DIRETO,,thiago210@hotmail.com,46
thiago210@outlook.com,5541918992163,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,thiago210@outlook.com,47
thiago213@hotmail.com,5561934406766,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,thiago213@hotmail.com,46
thiago215@hotmail.com,5571936545023,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago215@hotmail.com,46
thiago215@outlook.com,5531999353291,Salvador/BA,CHANNELMANAGEROMNIBEES,,thiago215@outlook.com,46
thiago217@gmail.com,5581980610792,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,thiago217@gmail.com,46
thiago217@outlook.com,5585950004019,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,thiago217@outlook.com,45
thiago220@gmail.com,5541936452028,Campinas/SP,CHANNELMANAGEROMNIBEES,,thiago220@gmail.com,46
thiago221@hotmail.com,5541936111565,Campinas/SP,CHANNELMANAGEROMNIBEES,,thiago221@hotmail.com,47
thiago221@outlook.com,5562956262241,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,thiago221@outlook.com,46
thiago225@gmail.com,5511952449813,Fortaleza/CE,DIRETO,,thiago225@gmail.com,45
thiago225@hotmail.com,5581946357228,Recife/PE,PROPRIETARIO,,thiago225@hotmail.com,47
thiago228@gmail.com,5561972097581,GoiÃ¢nia/GO,CHANNELMANAGEROMNIBEES,,thiago228@gmail.com,45
thiago231@uol.com.br,5581986843841,Rio de Janeiro/RJ,DIRETO,,thiago231@uol.com.br,46
thiago233@hotmail.com,5581939270221,Campinas/SP,CHANNELMANAGEROMNIBEES,,thiago233@hotmail.com,46
thiago234@outlook.com,5541950811170,SÃ£o Paulo/SP,PARTICULAR,,thiago234@outlook.com,46
thiago235@uol.com.br,5551973281353,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,thiago235@uol.com.br,46
thiago23@gmail.com,5541989460106,MaceiÃ³/AL,CHANNELMANAGEROMNIBEES,,thiago23@gmail.com,48
thiago241@hotmail.com,5531942410166,Campinas/SP,CHANNELMANAGEROMNIBEES,,thiago241@hotmail.com,46
thiago241@uol.com.br,5541919637703,Salvador/BA,PROPRIETARIO,,thiago241@uol.com.br,46
thiago241@yahoo.com.br,5511984178371,Porto Alegre/RS,CHANNELMANAGEROMNIBEES,,thiago241@yahoo.com.br,46
thiago243@outlook.com,5521997885084,SÃ£o LuÃ­s/MA,DIRETO,,thiago243@outlook.com,44
thiago244@outlook.com,5521988948559,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,thiago244@outlook.com,47
thiago246@hotmail.com,5562949277353,Curitiba/PR,CHANNELMANAGEROMNIBEES,,thiago246@hotmail.com,47
thiago247@outlook.com,5521919908757,Rio de Janeiro/RJ,CHANNELMANAGEROMNIBEES,,thiago247@outlook.com,46
thiago24@gmail.com,5581933569265,Belo Horizonte/MG,DIRETO,,thiago24@gmail.com,46
thiago24@outlook.com,5585942609478,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,thiago24@outlook.com,45
thiago24@yahoo.com.br,5551972359347,Manaus/AM,INTERNET,,thiago24@yahoo.com.br,46
thiago253@yahoo.com.br,5571968853892,Fortaleza/CE,PROPRIETARIO,,thiago253@yahoo.com.br,45
thiago256@outlook.com,5561925220208,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,thiago256@outlook.com,47
thiago257@hotmail.com,5581937201725,Natal/RN,CHANNELMANAGEROMNIBEES,,thiago257@hotmail.com,46
thiago258@yahoo.com.br,5541983603194,Manaus/AM,DIRETO,,thiago258@yahoo.com.br,46
thiago260@outlook.com,5511949360890,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,thiago260@outlook.com,45
thiago263@uol.com.br,5585963403639,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,thiago263@uol.com.br,47
thiago266@hotmail.com,5562964432793,Fortaleza/CE,CHANNELMANAGEROMNIBEES,,thiago266@hotmail.com,47
thiago266@yahoo.com.br,5511989235191,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,thiago266@yahoo.com.br,47
thiago26@outlook.com,5585912389176,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,thiago26@outlook.com,46
thiago271@uol.com.br,5561929730684,Curitiba/PR,CHANNELMANAGEROMNIBEES,,thiago271@uol.com.br,47
thiago272@uol.com.br,5531937090336,Fortaleza/CE,CHANNELMANAGEROMNIBEES,,thiago272@uol.com.br,46
thiago272@yahoo.com.br,5571943741821,Rio de Janeiro/RJ,PROPRIETARIO,,thiago272@yahoo.com.br,46
thiago275@hotmail.com,5585951363507,Porto Alegre/RS,CHANNELMANAGEROMNIBEES,,thiago275@hotmail.com,47
thiago276@hotmail.com,5531981841780,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,thiago276@hotmail.com,46
thiago279@uol.com.br,5551938845471,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,thiago279@uol.com.br,45
thiago27@gmail.com,5511972849118,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,thiago27@gmail.com,47
thiago282@hotmail.com,5551976893472,GoiÃ¢nia/GO,CHANNELMANAGEROMNIBEES,,thiago282@hotmail.com,46
thiago283@yahoo.com.br,5511952609415,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago283@yahoo.com.br,45
thiago286@gmail.com,5581923748896,Rio de Janeiro/RJ,CHANNELMANAGEROMNIBEES,,thiago286@gmail.com,47
thiago286@outlook.com,5571957773446,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,thiago286@outlook.com,47
thiago288@hotmail.com,5562966816737,GoiÃ¢nia/GO,DIRETO,,thiago288@hotmail.com,44
thiago289@uol.com.br,5541919169992,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago289@uol.com.br,45
thiago291@gmail.com,5581911417144,Salvador/BA,CHANNELMANAGEROMNIBEES,,thiago291@gmail.com,47
thiago291@hotmail.com,5562965671821,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,thiago291@hotmail.com,45
thiago291@yahoo.com.br,5551928332049,Natal/RN,DIRETO,,thiago291@yahoo.com.br,43
thiago292@uol.com.br,5561924921797,Porto Alegre/RS,CHANNELMANAGEROMNIBEES,,thiago292@uol.com.br,44
thiago301@gmail.com,5562979995809,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago301@gmail.com,46
thiago303@uol.com.br,5571914336793,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago303@uol.com.br,46
thiago305@yahoo.com.br,5531967136002,Natal/RN,PARTICULAR,,thiago305@yahoo.com.br,45
thiago306@hotmail.com,5561990282803,Manaus/AM,CHANNELMANAGEROMNIBEES,,thiago306@hotmail.com,45
thiago307@outlook.com,5562940740553,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,thiago307@outlook.com,45
thiago308@outlook.com,5585990449161,MaceiÃ³/AL,CHANNELMANAGEROMNIBEES,,thiago308@outlook.com,47
thiago309@hotmail.com,5561987057999,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago309@hotmail.com,46
thiago313@outlook.com,5585927654353,Manaus/AM,CHANNELMANAGEROMNIBEES,,thiago313@outlook.com,45
thiago318@yahoo.com.br,5585950961457,SÃ£o Paulo/SP,CHANNELMANAGEROMNIBEES,,thiago318@yahoo.com.br,47
thiago31@yahoo.com.br,5511974881856,Curitiba/PR,CHANNELMANAGEROMNIBEES,,thiago31@yahoo.com.br,47
thiago328@hotmail.com,5571992139600,Campinas/SP,CHANNELMANAGEROMNIBEES,,thiago328@hotmail.com,47
thiago329@gmail.com,5562919383644,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,thiago329@gmail.com,47
thiago330@hotmail.com,5581930593090,Curitiba/PR,DIRETO,,thiago330@hotmail.com,46
thiago334@outlook.com,5531972817968,Curitiba/PR,CHANNELMANAGEROMNIBEES,,thiago334@outlook.com,46
thiago335@yahoo.com.br,5585997426988,Fortaleza/CE,CHANNELMANAGEROMNIBEES,,thiago335@yahoo.com.br,45
thiago337@uol.com.br,5511980377061,Recife/PE,DIRETO,,thiago337@uol.com.br,45
thiago341@hotmail.com,5585913148450,Manaus/AM,DIRETO,,thiago341@hotmail.com,45
thiago341@outlook.com,5531952364932,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,thiago341@outlook.com,47
thiago342@outlook.com,5585986113183,GoiÃ¢nia/GO,CHANNELMANAGEROMNIBEES,,thiago342@outlook.com,46
thiago345@hotmail.com,5585938408408,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago345@hotmail.com,49
thiago347@gmail.com,5511941623125,Natal/RN,CHANNELMANAGEROMNIBEES,,thiago347@gmail.com,46
thiago349@outlook.com,5531939515723,Porto Alegre/RS,CHANNELMANAGEROMNIBEES,,thiago349@outlook.com,48
thiago34@yahoo.com.br,5521967686193,Manaus/AM,CHANNELMANAGEROMNIBEES,,thiago34@yahoo.com.br,46
thiago351@uol.com.br,5561913601811,Campinas/SP,CHANNELMANAGEROMNIBEES,,thiago351@uol.com.br,47
thiago355@uol.com.br,5541955963636,Curitiba/PR,CHANNELMANAGEROMNIBEES,,thiago355@uol.com.br,45
thiago356@uol.com.br,5571996067949,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,thiago356@uol.com.br,46
thiago358@gmail.com,5562974348098,Rio de Janeiro/RJ,CHANNELMANAGEROMNIBEES,,thiago358@gmail.com,47
thiago361@outlook.com,5551973431013,Belo Horizonte/MG,BALCAO,,thiago361@outlook.com,45
thiago361@uol.com.br,5521962679766,Salvador/BA,CHANNELMANAGEROMNIBEES,,thiago361@uol.com.br,45
thiago362@gmail.com,5531964732227,Porto Alegre/RS,CHANNELMANAGEROMNIBEES,,thiago362@gmail.com,47
thiago365@gmail.com,5541930902298,Curitiba/PR,CHANNELMANAGEROMNIBEES,,thiago365@gmail.com,46
thiago372@gmail.com,5531979898536,MaceiÃ³/AL,CHANNELMANAGEROMNIBEES,,thiago372@gmail.com,46
thiago372@outlook.com,5541910313951,Natal/RN,CHANNELMANAGEROMNIBEES,,thiago372@outlook.com,46
thiago374@outlook.com,5541920934840,Belo Horizonte/MG,CHANNELMANAGEROMNIBEES,,thiago374@outlook.com,46
thiago376@uol.com.br,5511935696306,Fortaleza/CE,PROPRIETARIO,,thiago376@uol.com.br,47
thiago377@gmail.com,5551939670533,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago377@gmail.com,46
thiago378@hotmail.com,5511984859463,Rio de Janeiro/RJ,PROPRIETARIO,,thiago378@hotmail.com,46
thiago382@gmail.com,5585949309711,Porto Alegre/RS,B2B,,thiago382@gmail.com,45
thiago384@hotmail.com,5581959316579,BelÃ©m/PA,CHANNELMANAGEROMNIBEES,,thiago384@hotmail.com,46
thiago385@gmail.com,5581951612784,Belo Horizonte/MG,CHANNELMANAGEROMNIBEES,,thiago385@gmail.com,45
thiago388@uol.com.br,5541937903045,Recife/PE,CHANNELMANAGEROMNIBEES,,thiago388@uol.com.br,46
thiago390@uol.com.br,5551959555598,MaceiÃ³/AL,CHANNELMANAGEROMNIBEES,,thiago390@uol.com.br,48
thiago394@outlook.com,5511948105206,Salvador/BA,CHANNELMANAGEROMNIBEES,,thiago394@outlook.com,47
thiago396@hotmail.com,5571956171616,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,thiago396@hotmail.com,46
thiago396@uol.com.br,5585998944412,Manaus/AM,DIRETO,,thiago396@uol.com.br,46
thiago39@outlook.com,5511985389908,SÃ£o LuÃ­s/MA,CHANNELMANAGEROMNIBEES,,thiago39@outlook.com,46
thiago3@uol.com.br,5585946296178,Campinas/SP,CHANNELMANAGEROMNIBEES,,thiago3@uol.com.br,48
